District,State,County,Tract,Block
38C,24,045,010606,3001
38C,24,045,010604,2033
38C,24,045,010604,2031
38C,24,045,010604,2017
38C,24,045,010604,2039
38C,24,045,010604,2018
38C,24,045,010604,2038
38C,24,045,010604,2016
38C,24,045,010604,2040
38C,24,045,010604,2008
38C,24,047,951200,1006
38C,24,047,950800,3054
38C,24,045,010606,4010
38C,24,047,950800,3055
38C,24,047,950800,3026
38C,24,045,010606,4004
38C,24,045,010606,4005
38C,24,045,010606,4006
38C,24,045,010606,3062
38C,24,045,010606,4008
38C,24,045,010606,3026
38C,24,045,010606,3012
38C,24,045,010606,3008
38C,24,045,010606,3027
38C,24,045,010606,3011
38C,24,045,010606,4030
38C,24,045,010606,4031
38C,24,045,010606,4022
38C,24,045,010606,3059
38C,24,045,010606,4020
38C,24,045,010606,4021
38A,24,047,951200,2003
38C,24,045,010606,4044
38C,24,045,010606,4033
38A,24,047,951200,2001
38C,24,045,010606,4043
38C,24,045,010606,4042
38C,24,045,010606,4041
38C,24,045,010606,4049
38C,24,045,010606,4035
38C,24,045,010606,4019
38C,24,045,010606,4034
38C,24,045,010606,4037
38C,24,045,010606,4038
38C,24,045,010606,4036
38C,24,045,010606,4018
38C,24,045,010606,4015
38C,24,045,010606,4048
38C,24,045,010606,4017
38C,24,045,010606,4016
38C,24,045,010606,4011
38C,24,045,010606,4045
38C,24,045,010606,4002
38C,24,045,010606,3060
38C,24,045,010606,3054
38C,24,045,010606,3041
38C,24,045,010606,3061
38C,24,045,010606,3040
38C,24,045,010606,3039
38C,24,045,010606,3038
38C,24,045,010606,3035
38C,24,045,010606,3018
38C,24,045,010604,3077
38C,24,045,010606,3042
38C,24,045,010606,3034
38C,24,045,010604,3078
38C,24,045,010604,3079
38C,24,045,010604,3072
38C,24,045,010604,3028
38C,24,045,010604,3060
38C,24,045,010604,3043
38C,24,045,010604,3061
38C,24,045,010604,3044
38C,24,045,010604,3082
38C,24,045,010604,3042
38C,24,045,010604,3041
38C,24,045,010604,3037
38C,24,045,010604,3027
38C,24,045,010604,3045
38C,24,045,010604,3038
38C,24,045,010604,3039
38C,24,045,010604,3007
38C,24,045,010604,3000
38C,24,045,010604,3008
38C,24,045,010604,1044
38C,24,045,010604,1029
38C,24,045,010604,1011
38C,24,045,010604,1013
38C,24,045,010604,1008
38C,24,045,010604,1010
38C,24,045,010604,1009
38C,24,045,010604,1021
38C,24,045,010604,1028
38C,24,045,010604,1007
38C,24,045,010604,1022
38C,24,045,010604,1006
38C,24,045,010604,3010
38C,24,045,010604,1045
38C,24,045,010604,3011
38C,24,045,010604,1030
38C,24,045,010604,1031
38C,24,045,010604,1025
38C,24,045,010604,1047
38C,24,045,010604,1046
38C,24,045,010604,1038
38C,24,045,010604,1032
38C,24,045,010604,1042
38C,24,045,010604,1043
38C,24,045,010604,1037
38C,24,045,010603,3001
38C,24,045,010603,3030
38C,24,045,010604,4000
38C,24,045,010603,3024
38C,24,045,010603,3025
38C,24,045,010604,3004
38C,24,045,010604,3005
38C,24,045,010604,3003
38C,24,045,010604,1015
38C,24,045,010604,1017
38C,24,045,010604,1018
38C,24,045,010604,1016
38C,24,045,010603,3000
38C,24,045,010604,1014
38C,24,045,010604,1012
38C,24,045,010604,3006
38C,24,045,010604,3002
38C,24,045,010604,3001
38C,24,045,010604,1019
38C,24,045,010604,1051
38C,24,045,010604,1020
38C,24,045,010604,3018
38C,24,045,010604,3019
38C,24,045,010604,3015
38C,24,045,010604,3016
38C,24,045,010604,3009
38C,24,045,010604,3014
38C,24,045,010606,4014
38C,24,045,010606,4013
38C,24,045,010606,3032
38C,24,045,010606,3019
38C,24,045,010606,4012
38C,24,045,010606,3023
38C,24,045,010606,3031
38C,24,045,010606,3030
38C,24,045,010606,3063
38C,24,045,010606,3024
38C,24,045,010606,3025
38C,24,045,010606,3020
38C,24,045,010604,3071
38C,24,045,010604,3066
38C,24,045,010606,3015
38C,24,045,010604,3070
38C,24,045,010606,3013
38C,24,045,010604,3068
38C,24,045,010606,3014
38C,24,045,010604,3063
38C,24,045,010606,3047
38C,24,045,010606,3046
38C,24,045,010606,3057
38C,24,045,010606,3056
38C,24,045,010606,3052
38C,24,045,010606,3053
38C,24,045,010606,3045
38C,24,045,010604,4017
38C,24,045,010606,3044
38C,24,045,010604,4015
38C,24,045,010606,3037
38C,24,045,010604,4001
38C,24,045,010604,4018
38C,24,045,010604,4016
38C,24,045,010606,3043
38C,24,045,010606,3055
38C,24,045,010606,3036
38C,24,045,010604,3085
38C,24,045,010604,3031
38C,24,045,010604,3080
38C,24,045,010604,3074
38C,24,045,010604,3075
38C,24,045,010604,3081
38C,24,045,010604,3073
38C,24,045,010604,3030
38C,24,045,010604,3029
38C,24,045,010606,4032
38C,24,045,010604,3020
38C,24,045,010606,3017
38C,24,045,010604,3076
38C,24,045,010606,3033
38C,24,045,010606,3022
38C,24,045,010606,3021
38C,24,045,010604,3065
38C,24,045,010606,3016
38C,24,045,010604,3058
38C,24,045,010604,3059
38C,24,045,010604,3084
38C,24,045,010604,3046
38C,24,045,010604,3047
38C,24,045,010604,3036
38C,24,045,010604,3048
38C,24,045,010604,3035
38C,24,045,010604,3034
38C,24,045,010604,3049
38C,24,045,010604,3050
38C,24,045,010604,3083
38C,24,045,010604,3040
38C,24,045,010604,3026
38C,24,045,010604,3025
38C,24,045,010604,3024
38C,24,045,010604,3023
38C,24,045,010604,3021
38C,24,045,010604,3022
38C,24,045,010604,3017
38C,24,045,010604,3032
38C,24,045,010604,3053
38C,24,045,010604,3051
38C,24,045,010604,3064
38C,24,047,950000,2063
38C,24,047,950000,2027
38C,24,047,950000,2046
38C,24,047,950000,2062
38C,24,047,950000,2025
38C,24,047,950000,2002
38C,24,047,950000,1000
38C,24,047,950100,1047
38C,24,047,950000,2061
38C,24,047,950000,2003
38C,24,047,950000,2001
38C,24,047,950000,2004
38C,24,047,950000,2005
38C,24,047,950000,2000
38C,24,047,950100,2077
38C,24,047,950100,2078
38C,24,047,950100,2073
38C,24,047,950100,1006
38C,24,047,950100,2054
38C,24,047,950100,1005
38C,24,047,950100,1060
38C,24,047,950100,1059
38C,24,047,950100,1003
38C,24,047,950100,1004
38C,24,047,950100,1013
38C,24,047,950100,1008
38C,24,047,950100,1002
38C,24,047,950100,1000
38C,24,047,950100,2074
38C,24,047,950100,2075
38C,24,047,950100,2076
38C,24,047,950100,2051
38C,24,047,950100,2029
38C,24,047,950100,2014
38C,24,047,950100,2060
38C,24,047,950100,2013
38C,24,047,950100,1015
38C,24,047,950100,2061
38C,24,047,950100,2037
38C,24,047,950100,2043
38C,24,047,950100,2079
38C,24,047,950100,2028
38C,24,047,950100,2024
38C,24,047,950100,2027
38C,24,047,950100,2000
38C,24,047,950100,1023
38C,24,047,950100,1025
38C,24,047,950100,1028
38C,24,047,950100,1029
38C,24,047,950100,1014
38C,24,047,950100,1017
38C,24,047,950100,1019
38C,24,047,950100,1026
38C,24,047,950100,1021
38C,24,047,950100,1030
38C,24,047,950100,1020
38C,24,047,950100,1024
38C,24,047,950100,1058
38C,24,047,950100,1031
38C,24,047,950100,1057
38C,24,047,950100,1027
38C,24,047,950100,1022
38C,24,047,950100,1018
38C,24,047,950100,1016
38C,24,047,950700,1024
38C,24,047,950700,2010
38C,24,047,950700,1003
38C,24,047,950700,1005
38C,24,047,950700,1002
38C,24,047,951700,3003
38C,24,047,951700,3002
38C,24,047,951700,3008
38C,24,047,950900,1021
38C,24,047,950900,1016
38C,24,047,951700,3004
38C,24,047,951700,1065
38C,24,047,951700,1064
38C,24,047,951700,3000
38C,24,047,951700,3020
38C,24,047,951700,3022
38C,24,047,951700,3001
38C,24,047,951700,1061
38C,24,047,951700,3024
38C,24,047,951700,1066
38C,24,047,951700,1056
38C,24,047,951700,1047
38C,24,047,951700,1054
38C,24,047,951700,1058
38C,24,047,951700,1077
38C,24,047,951700,1052
38C,24,047,951700,1051
38C,24,047,951700,1071
38C,24,047,951700,1053
38C,24,047,951700,1072
38C,24,047,951700,1073
38C,24,047,951700,1049
38C,24,047,950800,4000
38C,24,047,950800,4004
38C,24,047,950800,4002
38C,24,047,950800,4008
38C,24,047,950300,2020
38C,24,047,950300,2014
38C,24,047,950800,4014
38C,24,047,950800,4067
38C,24,047,950800,4017
38C,24,047,950800,4007
38C,24,047,950800,4009
38C,24,047,950800,4016
38C,24,047,950300,4014
38C,24,047,950300,4017
38C,24,047,950300,4015
38C,24,047,950100,1034
38C,24,047,950100,1040
38C,24,047,950100,1001
38C,24,047,950300,3003
38C,24,047,950300,3004
38C,24,047,950100,1033
38C,24,047,950100,1049
38C,24,047,950100,1039
38C,24,047,950100,1035
38C,24,047,950100,1052
38C,24,047,950100,1048
38C,24,047,950100,1050
38C,24,047,950100,1051
38C,24,047,950100,1056
38C,24,047,950100,2068
38C,24,047,950100,1053
38C,24,047,950100,1036
38C,24,047,950100,1041
38C,24,047,950100,1043
38C,24,047,950100,1055
38C,24,047,950100,1054
38C,24,047,950100,1042
38C,24,047,950100,2009
38C,24,047,950100,2069
38C,24,047,950100,2023
38C,24,047,950100,2040
38C,24,047,950100,2045
38C,24,047,950100,2035
38C,24,047,950100,2004
38C,24,047,950100,2017
38C,24,047,950300,3005
38C,24,047,950300,3006
38C,24,047,950300,3008
38C,24,047,950300,3007
38C,24,047,950100,1044
38C,24,047,950100,3003
38C,24,047,950100,3006
38C,24,047,950100,3004
38C,24,047,950300,3001
38C,24,047,951700,1076
38C,24,047,951700,1008
38C,24,047,951700,1019
38C,24,047,951700,1007
38C,24,047,980000,1087
38C,24,047,951700,4024
38C,24,047,951700,1025
38C,24,047,951700,1023
38C,24,047,951700,1021
38C,24,047,951700,1068
38C,24,047,951700,1009
38C,24,047,951700,1069
38C,24,047,951700,1015
38C,24,047,951700,1024
38C,24,047,951700,1020
38C,24,047,951700,4020
38C,24,047,951700,4021
38C,24,047,951700,1017
38C,24,047,951700,1013
38C,24,047,951700,2013
38C,24,047,951700,2003
38C,24,047,951700,2000
38C,24,047,951700,4016
38C,24,047,951700,4022
38C,24,047,951700,4017
38C,24,047,951700,4015
38C,24,047,951700,4025
38C,24,047,951700,4014
38C,24,047,951700,4019
38C,24,047,951700,4018
38C,24,047,951700,4034
38C,24,047,951700,4035
38C,24,047,951700,4004
38C,24,047,950400,3017
38C,24,047,951700,4003
38C,24,047,951700,4005
38C,24,047,951700,4006
38C,24,047,951700,4007
38C,24,047,951700,4008
38C,24,047,950900,2049
38C,24,047,950900,1006
38C,24,047,950900,2032
38C,24,047,950900,2026
38C,24,047,950900,1003
38C,24,047,950900,1000
38C,24,047,950400,1011
38C,24,047,950400,1010
38C,24,047,950900,2030
38C,24,047,950900,2028
38C,24,047,950900,2029
38C,24,047,950900,2027
38C,24,047,950900,2017
38C,24,047,951101,1014
38C,24,047,951101,1015
38C,24,047,950900,2016
38C,24,047,951101,2006
38C,24,047,951101,2011
38C,24,047,951101,1010
38C,24,047,951101,2007
38C,24,047,951101,2002
38C,24,047,951101,2013
38C,24,047,951101,2014
38C,24,047,950000,2026
38C,24,047,950000,2098
38C,24,047,950000,2099
38C,24,047,950000,4026
38C,24,047,950000,4012
38C,24,047,950000,2097
38C,24,047,950000,4027
38C,24,047,950000,2094
38C,24,047,950000,2031
38C,24,047,950000,2096
38C,24,047,950000,2018
38C,24,047,950000,2095
38C,24,047,950000,2006
38C,24,047,950000,2016
38C,24,047,950400,3015
38C,24,047,950400,3016
38C,24,047,950400,3024
38C,24,047,950400,3023
38C,24,047,950400,3020
38C,24,047,950400,3003
38C,24,047,950400,3018
38C,24,047,950400,3002
38C,24,047,950400,3019
38C,24,047,950400,3001
38C,24,047,950000,3001
38C,24,047,950000,4013
38C,24,047,950000,4028
38C,24,047,950000,4011
38C,24,047,950000,4020
38C,24,047,950000,3003
38C,24,047,950000,2093
38C,24,047,950000,4029
38C,24,047,950400,3025
38C,24,047,951700,4012
38C,24,047,950400,3022
38C,24,047,951700,4011
38C,24,047,951700,4009
38C,24,047,951700,4027
38C,24,047,951700,4029
38C,24,047,951700,4028
38C,24,047,951700,4001
38C,24,047,980000,1003
38C,24,047,980000,1002
38C,24,047,951700,1000
38C,24,047,951700,4026
38C,24,047,950000,2057
38C,24,047,950000,2056
38C,24,047,980000,1001
38C,24,047,950000,2060
38C,24,047,950000,2039
38C,24,047,950000,2029
38C,24,047,950000,2048
38C,24,047,950000,2037
38C,24,047,950000,2051
38C,24,047,951700,4000
38C,24,047,950000,2058
38C,24,047,950000,3002
38C,24,047,950000,2059
38C,24,047,950000,2032
38C,24,047,950000,2015
38C,24,047,950000,2030
38C,24,047,950000,4021
38C,24,047,950000,4010
38C,24,047,950000,3007
38C,24,047,950600,3008
38C,24,047,950700,2024
38C,24,047,950700,2023
38C,24,047,950700,1004
38C,24,047,950700,2022
38C,24,047,950700,1015
38C,24,047,950700,1007
38C,24,047,950700,1021
38C,24,047,950700,1010
38C,24,047,950700,1020
38C,24,047,950700,1019
38C,24,047,950700,1029
38C,24,047,950700,1013
38C,24,047,950700,1016
38C,24,047,950700,1012
38C,24,047,950700,1028
38C,24,047,950600,2004
38C,24,047,950600,3003
38C,24,047,950600,3002
38C,24,047,950600,3004
38C,24,047,950700,1006
38C,24,047,950700,1026
38C,24,047,950700,1018
38C,24,047,950700,1027
38C,24,047,950600,3006
38C,24,047,950600,3005
38C,24,047,950700,1022
38C,24,047,950700,1008
38C,24,047,951101,3008
38C,24,047,951101,3003
38C,24,047,951101,3007
38C,24,047,951101,3005
38C,24,047,950800,4006
38C,24,047,950800,4083
38C,24,047,950800,4082
38C,24,047,950800,4011
38C,24,047,950800,4086
38C,24,047,950800,4012
38C,24,047,950800,4021
38C,24,047,950800,4020
38C,24,047,950800,4019
38C,24,047,950800,4010
38C,24,047,950800,4018
38C,24,047,950800,4005
38C,24,047,950800,4073
38C,24,047,950800,4001
38C,24,047,950800,4072
38C,24,047,950800,4070
38C,24,047,950800,4015
38C,24,047,950800,4069
38C,24,047,950800,4068
38C,24,047,950800,4071
38C,24,047,951700,1003
38C,24,047,951700,4023
38C,24,047,951700,4033
38C,24,047,951700,4030
38C,24,047,951700,4031
38C,24,047,951700,4032
38C,24,047,951700,1002
38C,24,047,951700,4010
38C,24,047,951700,1001
38C,24,047,951700,4002
38C,24,047,951700,4013
38C,24,047,950400,3021
38C,24,047,950800,4044
38C,24,047,950800,4038
38C,24,047,950800,4022
38C,24,047,950800,4051
38C,24,047,950800,4060
38C,24,047,950800,4054
38C,24,047,950800,4059
38C,24,047,950800,4061
38C,24,047,950800,4043
38C,24,047,950800,4046
38C,24,047,950800,4045
38C,24,047,950800,4062
38C,24,047,950800,4056
38C,24,047,950800,4065
38C,24,047,950800,4066
38C,24,047,950800,4085
38C,24,047,950800,4003
38C,24,047,950800,4053
38C,24,047,950400,3009
38C,24,047,950400,3026
38C,24,047,950400,2006
38C,24,047,950400,2008
38C,24,047,950400,2014
38C,24,047,950400,3006
38C,24,047,950400,3008
38C,24,047,950400,3007
38C,24,047,950400,2015
38C,24,047,950400,2016
38C,24,047,950400,2017
38C,24,047,950400,3012
38C,24,047,950400,3013
38C,24,047,950400,3014
38C,24,047,950400,3005
38C,24,047,950400,3011
38C,24,047,950400,3004
38C,24,047,950400,2002
38C,24,047,950400,2013
38C,24,047,950400,2018
38C,24,047,950400,2003
38C,24,047,950400,2001
38C,24,047,950400,3000
38C,24,047,951102,2012
38C,24,047,951102,2003
38C,24,047,951102,1020
38C,24,047,951102,1005
38C,24,047,951102,2010
38C,24,047,951101,3006
38C,24,047,951102,2007
38C,24,047,950900,2011
38C,24,047,950900,2007
38C,24,047,950900,2000
38C,24,047,950900,2001
38C,24,047,950700,2005
38C,24,047,950700,2012
38C,24,047,950700,2006
38C,24,047,950900,2008
38C,24,047,950700,2013
38C,24,047,950900,2009
38C,24,047,950700,2033
38C,24,047,950700,2029
38C,24,047,950700,2028
38C,24,047,950700,2027
38C,24,047,951102,1000
38C,24,047,950600,2010
38C,24,047,950600,2007
38C,24,047,950600,2009
38C,24,047,950700,2014
38C,24,047,950700,2015
38C,24,047,950700,2008
38C,24,047,950700,2007
38C,24,047,950700,2009
38C,24,047,950700,2017
38C,24,047,950700,2021
38C,24,047,950700,2011
38C,24,047,950700,2019
38C,24,047,950700,1023
38C,24,047,950700,1025
38C,24,047,950100,2062
38C,24,047,950100,2032
38C,24,047,950100,2047
38C,24,047,950100,2063
38C,24,047,950100,2022
38C,24,047,950100,2003
38C,24,047,950100,2080
38C,24,047,950100,2064
38C,24,047,950100,1037
38C,24,047,950100,1032
38C,24,047,950100,2001
38C,24,047,950100,2025
38C,24,047,950100,2038
38C,24,047,950100,2048
38C,24,047,950100,2007
38C,24,047,950100,2065
38C,24,047,950100,2030
38C,24,047,950100,2019
38C,24,047,950100,2010
38C,24,047,950100,2066
38C,24,047,950100,2070
38C,24,047,950100,2041
38C,24,047,950100,2042
38C,24,047,950100,2033
38C,24,047,950100,2034
38C,24,047,950100,2067
38C,24,047,950100,2012
38C,24,047,950100,2008
38C,24,047,950100,1038
38C,24,047,950100,2049
38C,24,047,990000,0002
38C,24,047,950800,4013
38C,24,047,950800,1008
38C,24,047,950800,1055
38C,24,047,950800,1070
38C,24,047,950800,1012
38C,24,047,950800,1060
38C,24,047,950800,1056
38C,24,047,950800,1061
38C,24,047,950800,1022
38C,24,047,950800,1014
38C,24,047,950800,1013
38C,24,047,950800,4036
38C,24,047,950800,4042
38C,24,047,950800,4035
38C,24,047,950800,1063
38C,24,047,950700,2000
38C,24,047,950800,1057
38C,24,047,950800,4041
38C,24,047,950700,1001
38C,24,047,950800,1062
38C,24,047,950800,4058
38C,24,047,950800,4049
38C,24,047,950800,4057
38C,24,047,950800,4081
38C,24,047,950800,4034
38C,24,047,950800,4033
38C,24,047,950800,4028
38C,24,047,950800,4027
38C,24,047,950800,1011
38C,24,047,950800,4032
38C,24,047,950800,4029
38C,24,047,950800,4030
38C,24,047,950800,4031
38C,24,047,950800,4037
38C,24,047,950800,4026
38C,24,047,950800,4025
38C,24,047,950800,4024
38C,24,047,950800,4023
38C,24,047,950700,1017
38C,24,047,950700,1014
38C,24,047,950800,4075
38C,24,047,950800,4052
38C,24,047,950700,1009
38C,24,047,950700,1000
38C,24,047,950800,4064
38C,24,047,950800,4040
38C,24,047,950800,4039
38C,24,047,950800,4047
38C,24,047,950800,4074
38C,24,047,950300,1043
38C,24,047,950300,1056
38C,24,047,950300,1055
38C,24,047,950300,1044
38C,24,047,950300,5020
38C,24,047,950300,1052
38C,24,047,950300,1053
38C,24,047,950300,1010
38C,24,047,950300,1015
38C,24,047,950300,1002
38C,24,047,950300,1003
38C,24,047,950300,5019
38C,24,047,950300,5016
38C,24,047,950300,1054
38C,24,047,950300,1046
38C,24,047,950300,5010
38C,24,047,950300,1047
38C,24,047,950300,1048
38C,24,047,950300,1045
38C,24,047,950300,1025
38C,24,047,950300,1007
38C,24,047,950300,1023
38C,24,047,950300,1004
38C,24,047,950300,5011
38C,24,047,950300,5000
38C,24,047,950300,1049
38C,24,047,950300,1050
38C,24,047,950300,1051
38C,24,047,950300,1016
38C,24,047,950300,1019
38C,24,047,990000,0001
38A,24,047,950800,3040
38A,24,047,950800,3039
38A,24,047,950800,3051
38A,24,047,950800,3038
38A,24,047,950800,3034
38A,24,047,951000,1047
38A,24,047,951000,1037
38A,24,047,950800,3041
38A,24,047,951000,1046
38A,24,047,951000,1045
38A,24,047,951000,1040
38A,24,047,951000,1038
38A,24,047,951000,1035
38A,24,047,951000,1039
38A,24,047,951000,1034
38A,24,047,950800,3042
38A,24,047,951000,1036
38A,24,047,950800,3043
38A,24,047,951000,1027
38A,24,047,950800,3035
38A,24,047,950800,3036
38C,24,047,950800,3024
38A,24,047,950800,3037
38A,24,047,951000,1018
38A,24,047,951000,1012
38A,24,047,951000,1011
38A,24,047,951000,1010
38A,24,047,950800,3058
38A,24,047,951000,3011
38A,24,047,951000,3029
38A,24,047,951000,3015
38C,24,047,951000,3012
38C,24,047,951101,2024
38C,24,047,951101,3010
38C,24,047,950900,2010
38C,24,047,951101,2009
38C,24,047,951101,2010
38C,24,047,951102,1019
38C,24,047,951102,1018
38C,24,047,951102,1017
38C,24,047,950600,2008
38C,24,047,950600,2006
38C,24,047,950600,2002
38C,24,047,950600,2001
38C,24,047,950600,2011
38C,24,047,951101,2008
38C,24,047,951101,3015
38C,24,047,951101,3014
38C,24,047,951101,3002
38C,24,047,950600,2003
38C,24,047,951101,3004
38C,24,047,951102,1003
38C,24,047,950600,2000
38C,24,047,950700,2026
38C,24,047,950700,2018
38C,24,047,950700,2020
38C,24,047,950700,2030
38C,24,047,950700,2016
38C,24,047,950700,2031
38C,24,047,950700,2032
38C,24,047,950700,2025
38C,24,047,950600,2005
38A,24,047,951000,3002
38A,24,047,951000,3003
38A,24,047,951000,3001
38A,24,047,951000,1044
38A,24,047,951000,1021
38A,24,047,951000,1024
38A,24,047,951000,1017
38A,24,047,951000,1023
38A,24,047,951000,1020
38A,24,047,951000,1016
38A,24,047,951000,1009
38A,24,047,951000,1014
38A,24,047,951000,1019
38A,24,047,951000,1015
38A,24,047,951000,2018
38A,24,047,951000,3000
38A,24,047,951000,3008
38A,24,047,951000,2022
38A,24,047,951000,2036
38A,24,047,951000,2023
38A,24,047,951000,2035
38A,24,047,951000,2024
38A,24,047,951000,2027
38A,24,047,951000,2026
38A,24,047,951000,2025
38A,24,047,951000,2021
38A,24,047,951000,2020
38A,24,047,951000,2014
38C,24,047,951101,2000
38C,24,047,951101,2012
38C,24,047,951101,2001
38C,24,047,951101,3017
38C,24,047,951101,2019
38C,24,047,951101,3016
38C,24,047,951101,2020
38C,24,047,950900,2031
38C,24,047,950400,1012
38C,24,047,950400,1002
38C,24,047,950400,1009
38C,24,047,950400,1004
38C,24,047,950400,1003
38C,24,047,951101,1016
38C,24,047,951101,1011
38C,24,047,951101,2004
38C,24,047,951101,2005
38C,24,047,951101,2023
38C,24,047,951101,2018
38C,24,047,951101,2003
38C,24,047,951101,2015
38C,24,047,951101,1007
38C,24,047,951101,2022
38C,24,047,951101,2021
38C,24,047,951101,1006
38C,24,047,951101,2017
38C,24,047,951101,1008
38C,24,047,950400,1000
38C,24,047,951101,1009
38C,24,047,951101,2016
38C,24,047,951101,3009
38C,24,047,951101,1005
38A,24,047,951000,1008
38A,24,047,951000,1004
38A,24,047,951000,1005
38A,24,047,951000,1006
38A,24,047,951000,1003
38A,24,047,951000,1000
38A,24,047,951000,1002
38A,24,047,951000,1013
38C,24,047,951000,2011
38A,24,047,951000,2017
